"district","county","year","sex","grade_level","number_overweight","percent_overweight","number_obese","percent_obese","number_overweight_or_obese","percent_overweight_or_obese","number_healthy_weight","percent_healthy_weight","num_asian","num_black","num_hisp","num_am_ind","num_white","num_female","num_male","num_lep","num_multi","num_swd","num_ecdis","num_free_lunch","num_reduced_lunch"
580306,"SUFFOLK",2012,"FEMALE","MIDDLE/HIGH",5,29.4,5,29.4,10,58.8,7,0.412,17,9,91,0,188,160,147,33,2,42,0,0,0
580306,"SUFFOLK",2014,"FEMALE","MIDDLE/HIGH",5,29.4,5,29.4,10,58.8,7,0.412,16,12,96,0,205,162,168,36,1,53,0,0,0
580306,"SUFFOLK",2013,"FEMALE","MIDDLE/HIGH",5,29.4,5,29.4,10,58.8,7,0.412,20,7,101,0,196,162,164,42,2,46,0,0,0
580306,"SUFFOLK",2015,"FEMALE","MIDDLE/HIGH",5,29.4,5,29.4,10,58.8,7,0.412,11,14,83,0,201,159,152,32,2,54,0,0,0
580306,"SUFFOLK",2016,"FEMALE","MIDDLE/HIGH",5,29.4,5,29.4,10,58.8,7,0.412,7,15,83,0,199,151,155,32,2,49,0,0,0
580402,"SUFFOLK",2012,"FEMALE","ELEMENTARY",27,17.2,6,3.8,33,21,114,0.726,50,13,41,1,1831,952,987,9,3,181,17,12,1
580402,"SUFFOLK",2015,"FEMALE","ELEMENTARY",27,17.2,6,3.8,33,21,114,0.726,74,15,64,0,1625,864,940,9,26,188,28,27,0
580402,"SUFFOLK",2017,"FEMALE","ELEMENTARY",27,17.2,6,3.8,33,21,114,0.726,87,15,86,3,1520,861,887,12,37,195,31,27,4
580402,"SUFFOLK",2013,"FEMALE","ELEMENTARY",27,17.2,6,3.8,33,21,114,0.726,62,11,59,1,1732,908,965,11,8,183,14,14,0
580402,"SUFFOLK",2014,"FEMALE","ELEMENTARY",27,17.2,6,3.8,33,21,114,0.726,67,12,58,0,1648,864,939,14,18,180,16,16,0
580402,"SUFFOLK",2016,"FEMALE","ELEMENTARY",27,17.2,6,3.8,33,21,114,0.726,77,14,81,0,1554,845,907,10,26,188,17,17,0
580402,"SUFFOLK",2012,"MALE","ELEMENTARY",21,12.3,23,13.5,44,25.7,120,0.702,50,13,41,1,1831,952,987,9,3,181,17,12,1
580402,"SUFFOLK",2015,"MALE","ELEMENTARY",21,12.3,23,13.5,44,25.7,120,0.702,74,15,64,0,1625,864,940,9,26,188,28,27,0
580402,"SUFFOLK",2017,"MALE","ELEMENTARY",21,12.3,23,13.5,44,25.7,120,0.702,87,15,86,3,1520,861,887,12,37,195,31,27,4
580402,"SUFFOLK",2013,"MALE","ELEMENTARY",21,12.3,23,13.5,44,25.7,120,0.702,62,11,59,1,1732,908,965,11,8,183,14,14,0
580402,"SUFFOLK",2014,"MALE","ELEMENTARY",21,12.3,23,13.5,44,25.7,120,0.702,67,12,58,0,1648,864,939,14,18,180,16,16,0
580402,"SUFFOLK",2016,"MALE","ELEMENTARY",21,12.3,23,13.5,44,25.7,120,0.702,77,14,81,0,1554,845,907,10,26,188,17,17,0
580402,"SUFFOLK",2012,"FEMALE","MIDDLE/HIGH",17,11.8,7,4.9,24,16.7,113,0.785,50,13,41,1,1831,952,987,9,3,181,17,12,1
580402,"SUFFOLK",2015,"FEMALE","MIDDLE/HIGH",17,11.8,7,4.9,24,16.7,113,0.785,74,15,64,0,1625,864,940,9,26,188,28,27,0
580402,"SUFFOLK",2017,"FEMALE","MIDDLE/HIGH",17,11.8,7,4.9,24,16.7,113,0.785,87,15,86,3,1520,861,887,12,37,195,31,27,4
580402,"SUFFOLK",2013,"FEMALE","MIDDLE/HIGH",17,11.8,7,4.9,24,16.7,113,0.785,62,11,59,1,1732,908,965,11,8,183,14,14,0
580402,"SUFFOLK",2014,"FEMALE","MIDDLE/HIGH",17,11.8,7,4.9,24,16.7,113,0.785,67,12,58,0,1648,864,939,14,18,180,16,16,0
580402,"SUFFOLK",2016,"FEMALE","MIDDLE/HIGH",17,11.8,7,4.9,24,16.7,113,0.785,77,14,81,0,1554,845,907,10,26,188,17,17,0
580402,"SUFFOLK",2012,"MALE","MIDDLE/HIGH",26,16.5,14,8.9,40,25.3,113,0.715,50,13,41,1,1831,952,987,9,3,181,17,12,1
580402,"SUFFOLK",2015,"MALE","MIDDLE/HIGH",26,16.5,14,8.9,40,25.3,113,0.715,74,15,64,0,1625,864,940,9,26,188,28,27,0
580402,"SUFFOLK",2017,"MALE","MIDDLE/HIGH",26,16.5,14,8.9,40,25.3,113,0.715,87,15,86,3,1520,861,887,12,37,195,31,27,4
580402,"SUFFOLK",2013,"MALE","MIDDLE/HIGH",26,16.5,14,8.9,40,25.3,113,0.715,62,11,59,1,1732,908,965,11,8,183,14,14,0
580402,"SUFFOLK",2014,"MALE","MIDDLE/HIGH",26,16.5,14,8.9,40,25.3,113,0.715,67,12,58,0,1648,864,939,14,18,180,16,16,0
580402,"SUFFOLK",2016,"MALE","MIDDLE/HIGH",26,16.5,14,8.9,40,25.3,113,0.715,77,14,81,0,1554,845,907,10,26,188,17,17,0
580403,"SUFFOLK",2016,"FEMALE","ELEMENTARY",77,16.7,91,19.8,168,36.5,279,0.607,89,369,2161,2,1825,2212,2349,865,115,632,2472,2136,150
580403,"SUFFOLK",2015,"FEMALE","ELEMENTARY",77,16.7,91,19.8,168,36.5,279,0.607,89,390,2018,2,1854,2199,2272,732,118,633,2348,2099,124
580403,"SUFFOLK",2014,"FEMALE","ELEMENTARY",77,16.7,91,19.8,168,36.5,279,0.607,85,379,1915,1,1942,2162,2278,661,118,635,2122,1712,82
580403,"SUFFOLK",2013,"FEMALE","ELEMENTARY",77,16.7,91,19.8,168,36.5,279,0.607,87,386,1792,1,1994,2093,2280,561,113,650,2008,1347,170
580403,"SUFFOLK",2017,"FEMALE","ELEMENTARY",77,16.7,91,19.8,168,36.5,279,0.607,93,353,2328,2,1729,2216,2404,935,115,650,2555,2226,171
580403,"SUFFOLK",2012,"FEMALE","ELEMENTARY",77,16.7,91,19.8,168,36.5,279,0.607,89,405,1648,2,2116,2130,2236,563,106,589,1834,1158,151
580403,"SUFFOLK",2016,"MALE","ELEMENTARY",81,18.5,112,25.5,193,44,237,0.54,89,369,2161,2,1825,2212,2349,865,115,632,2472,2136,150
580403,"SUFFOLK",2015,"MALE","ELEMENTARY",81,18.5,112,25.5,193,44,237,0.54,89,390,2018,2,1854,2199,2272,732,118,633,2348,2099,124
580403,"SUFFOLK",2014,"MALE","ELEMENTARY",81,18.5,112,25.5,193,44,237,0.54,85,379,1915,1,1942,2162,2278,661,118,635,2122,1712,82
580403,"SUFFOLK",2013,"MALE","ELEMENTARY",81,18.5,112,25.5,193,44,237,0.54,87,386,1792,1,1994,2093,2280,561,113,650,2008,1347,170
580403,"SUFFOLK",2017,"MALE","ELEMENTARY",81,18.5,112,25.5,193,44,237,0.54,93,353,2328,2,1729,2216,2404,935,115,650,2555,2226,171
580403,"SUFFOLK",2012,"MALE","ELEMENTARY",81,18.5,112,25.5,193,44,237,0.54,89,405,1648,2,2116,2130,2236,563,106,589,1834,1158,151
580403,"SUFFOLK",2016,"FEMALE","MIDDLE/HIGH",65,20.7,57,18.2,122,38.9,181,0.576,89,369,2161,2,1825,2212,2349,865,115,632,2472,2136,150
580403,"SUFFOLK",2015,"FEMALE","MIDDLE/HIGH",65,20.7,57,18.2,122,38.9,181,0.576,89,390,2018,2,1854,2199,2272,732,118,633,2348,2099,124
580403,"SUFFOLK",2014,"FEMALE","MIDDLE/HIGH",65,20.7,57,18.2,122,38.9,181,0.576,85,379,1915,1,1942,2162,2278,661,118,635,2122,1712,82
580403,"SUFFOLK",2013,"FEMALE","MIDDLE/HIGH",65,20.7,57,18.2,122,38.9,181,0.576,87,386,1792,1,1994,2093,2280,561,113,650,2008,1347,170
580403,"SUFFOLK",2017,"FEMALE","MIDDLE/HIGH",65,20.7,57,18.2,122,38.9,181,0.576,93,353,2328,2,1729,2216,2404,935,115,650,2555,2226,171
580403,"SUFFOLK",2012,"FEMALE","MIDDLE/HIGH",65,20.7,57,18.2,122,38.9,181,0.576,89,405,1648,2,2116,2130,2236,563,106,589,1834,1158,151
580403,"SUFFOLK",2016,"MALE","MIDDLE/HIGH",75,20.8,91,25.3,166,46.1,186,0.517,89,369,2161,2,1825,2212,2349,865,115,632,2472,2136,150
580403,"SUFFOLK",2015,"MALE","MIDDLE/HIGH",75,20.8,91,25.3,166,46.1,186,0.517,89,390,2018,2,1854,2199,2272,732,118,633,2348,2099,124
580403,"SUFFOLK",2014,"MALE","MIDDLE/HIGH",75,20.8,91,25.3,166,46.1,186,0.517,85,379,1915,1,1942,2162,2278,661,118,635,2122,1712,82
580403,"SUFFOLK",2013,"MALE","MIDDLE/HIGH",75,20.8,91,25.3,166,46.1,186,0.517,87,386,1792,1,1994,2093,2280,561,113,650,2008,1347,170
580403,"SUFFOLK",2017,"MALE","MIDDLE/HIGH",75,20.8,91,25.3,166,46.1,186,0.517,93,353,2328,2,1729,2216,2404,935,115,650,2555,2226,171
580403,"SUFFOLK",2012,"MALE","MIDDLE/HIGH",75,20.8,91,25.3,166,46.1,186,0.517,89,405,1648,2,2116,2130,2236,563,106,589,1834,1158,151
580410,"SUFFOLK",2013,"FEMALE","ELEMENTARY",89,12.8,63,9,152,21.8,527,0.755,479,74,386,5,5943,3438,3528,54,79,1050,416,279,94
580410,"SUFFOLK",2014,"FEMALE","ELEMENTARY",89,12.8,63,9,152,21.8,527,0.755,484,73,406,4,5724,3335,3446,62,90,1129,570,385,92
580410,"SUFFOLK",2012,"FEMALE","ELEMENTARY",89,12.8,63,9,152,21.8,527,0.755,487,73,358,7,6182,3537,3645,56,75,1013,324,247,122
580410,"SUFFOLK",2017,"FEMALE","ELEMENTARY",89,12.8,63,9,152,21.8,527,0.755,527,69,498,11,5063,3051,3233,68,116,1160,760,571,68
580410,"SUFFOLK",2016,"FEMALE","ELEMENTARY",89,12.8,63,9,152,21.8,527,0.755,496,66,432,7,5150,3034,3219,67,102,1116,484,488,72
580410,"SUFFOLK",2015,"FEMALE","ELEMENTARY",89,12.8,63,9,152,21.8,527,0.755,498,62,429,5,5434,3200,3328,69,100,1139,554,538,82
580410,"SUFFOLK",2013,"MALE","ELEMENTARY",76,11.5,91,13.8,167,25.3,465,0.705,479,74,386,5,5943,3438,3528,54,79,1050,416,279,94
580410,"SUFFOLK",2014,"MALE","ELEMENTARY",76,11.5,91,13.8,167,25.3,465,0.705,484,73,406,4,5724,3335,3446,62,90,1129,570,385,92
580410,"SUFFOLK",2012,"MALE","ELEMENTARY",76,11.5,91,13.8,167,25.3,465,0.705,487,73,358,7,6182,3537,3645,56,75,1013,324,247,122
580410,"SUFFOLK",2017,"MALE","ELEMENTARY",76,11.5,91,13.8,167,25.3,465,0.705,527,69,498,11,5063,3051,3233,68,116,1160,760,571,68
580410,"SUFFOLK",2016,"MALE","ELEMENTARY",76,11.5,91,13.8,167,25.3,465,0.705,496,66,432,7,5150,3034,3219,67,102,1116,484,488,72
580410,"SUFFOLK",2015,"MALE","ELEMENTARY",76,11.5,91,13.8,167,25.3,465,0.705,498,62,429,5,5434,3200,3328,69,100,1139,554,538,82
580410,"SUFFOLK",2013,"FEMALE","MIDDLE/HIGH",94,17.1,52,9.5,146,26.6,397,0.723,479,74,386,5,5943,3438,3528,54,79,1050,416,279,94
580410,"SUFFOLK",2014,"FEMALE","MIDDLE/HIGH",94,17.1,52,9.5,146,26.6,397,0.723,484,73,406,4,5724,3335,3446,62,90,1129,570,385,92
580410,"SUFFOLK",2012,"FEMALE","MIDDLE/HIGH",94,17.1,52,9.5,146,26.6,397,0.723,487,73,358,7,6182,3537,3645,56,75,1013,324,247,122
580410,"SUFFOLK",2017,"FEMALE","MIDDLE/HIGH",94,17.1,52,9.5,146,26.6,397,0.723,527,69,498,11,5063,3051,3233,68,116,1160,760,571,68
580410,"SUFFOLK",2016,"FEMALE","MIDDLE/HIGH",94,17.1,52,9.5,146,26.6,397,0.723,496,66,432,7,5150,3034,3219,67,102,1116,484,488,72
580410,"SUFFOLK",2015,"FEMALE","MIDDLE/HIGH",94,17.1,52,9.5,146,26.6,397,0.723,498,62,429,5,5434,3200,3328,69,100,1139,554,538,82
580410,"SUFFOLK",2013,"MALE","MIDDLE/HIGH",98,17.4,96,17,194,34.4,343,0.608,479,74,386,5,5943,3438,3528,54,79,1050,416,279,94
580410,"SUFFOLK",2014,"MALE","MIDDLE/HIGH",98,17.4,96,17,194,34.4,343,0.608,484,73,406,4,5724,3335,3446,62,90,1129,570,385,92
580410,"SUFFOLK",2012,"MALE","MIDDLE/HIGH",98,17.4,96,17,194,34.4,343,0.608,487,73,358,7,6182,3537,3645,56,75,1013,324,247,122
580410,"SUFFOLK",2017,"MALE","MIDDLE/HIGH",98,17.4,96,17,194,34.4,343,0.608,527,69,498,11,5063,3051,3233,68,116,1160,760,571,68
580410,"SUFFOLK",2016,"MALE","MIDDLE/HIGH",98,17.4,96,17,194,34.4,343,0.608,496,66,432,7,5150,3034,3219,67,102,1116,484,488,72
580410,"SUFFOLK",2015,"MALE","MIDDLE/HIGH",98,17.4,96,17,194,34.4,343,0.608,498,62,429,5,5434,3200,3328,69,100,1139,554,538,82
580413,"SUFFOLK",2016,"FEMALE","ELEMENTARY",80,16.5,93,19.1,173,35.6,306,0.63,362,446,2457,10,2561,2880,3118,1003,162,853,3250,2771,145
580413,"SUFFOLK",2015,"FEMALE","ELEMENTARY",80,16.5,93,19.1,173,35.6,306,0.63,376,468,2272,11,2700,2866,3110,860,149,833,3082,2492,160
580413,"SUFFOLK",2012,"FEMALE","ELEMENTARY",80,16.5,93,19.1,173,35.6,306,0.63,386,585,1874,4,3074,2888,3151,777,116,787,2609,2131,330
580413,"SUFFOLK",2014,"FEMALE","ELEMENTARY",80,16.5,93,19.1,173,35.6,306,0.63,375,500,2144,12,2824,2904,3094,778,143,826,2909,2188,218
580413,"SUFFOLK",2013,"FEMALE","ELEMENTARY",80,16.5,93,19.1,173,35.6,306,0.63,376,539,1965,7,2965,2857,3128,731,133,854,2674,1719,237
580413,"SUFFOLK",2017,"FEMALE","ELEMENTARY",80,16.5,93,19.1,173,35.6,306,0.63,363,423,2601,11,2424,2857,3145,1033,180,884,3144,2824,173
580413,"SUFFOLK",2016,"MALE","ELEMENTARY",59,12.2,110,22.8,169,35,314,0.65,362,446,2457,10,2561,2880,3118,1003,162,853,3250,2771,145
580413,"SUFFOLK",2015,"MALE","ELEMENTARY",59,12.2,110,22.8,169,35,314,0.65,376,468,2272,11,2700,2866,3110,860,149,833,3082,2492,160
580413,"SUFFOLK",2012,"MALE","ELEMENTARY",59,12.2,110,22.8,169,35,314,0.65,386,585,1874,4,3074,2888,3151,777,116,787,2609,2131,330
580413,"SUFFOLK",2014,"MALE","ELEMENTARY",59,12.2,110,22.8,169,35,314,0.65,375,500,2144,12,2824,2904,3094,778,143,826,2909,2188,218
580413,"SUFFOLK",2013,"MALE","ELEMENTARY",59,12.2,110,22.8,169,35,314,0.65,376,539,1965,7,2965,2857,3128,731,133,854,2674,1719,237
580413,"SUFFOLK",2017,"MALE","ELEMENTARY",59,12.2,110,22.8,169,35,314,0.65,363,423,2601,11,2424,2857,3145,1033,180,884,3144,2824,173
580413,"SUFFOLK",2016,"FEMALE","MIDDLE/HIGH",67,19.1,71,20.3,138,39.4,212,0.606,362,446,2457,10,2561,2880,3118,1003,162,853,3250,2771,145
580413,"SUFFOLK",2015,"FEMALE","MIDDLE/HIGH",67,19.1,71,20.3,138,39.4,212,0.606,376,468,2272,11,2700,2866,3110,860,149,833,3082,2492,160
580413,"SUFFOLK",2012,"FEMALE","MIDDLE/HIGH",67,19.1,71,20.3,138,39.4,212,0.606,386,585,1874,4,3074,2888,3151,777,116,787,2609,2131,330
580413,"SUFFOLK",2014,"FEMALE","MIDDLE/HIGH",67,19.1,71,20.3,138,39.4,212,0.606,375,500,2144,12,2824,2904,3094,778,143,826,2909,2188,218
580413,"SUFFOLK",2013,"FEMALE","MIDDLE/HIGH",67,19.1,71,20.3,138,39.4,212,0.606,376,539,1965,7,2965,2857,3128,731,133,854,2674,1719,237
580413,"SUFFOLK",2017,"FEMALE","MIDDLE/HIGH",67,19.1,71,20.3,138,39.4,212,0.606,363,423,2601,11,2424,2857,3145,1033,180,884,3144,2824,173
580413,"SUFFOLK",2016,"MALE","MIDDLE/HIGH",61,18.1,80,23.7,141,41.8,196,0.582,362,446,2457,10,2561,2880,3118,1003,162,853,3250,2771,145
580413,"SUFFOLK",2015,"MALE","MIDDLE/HIGH",61,18.1,80,23.7,141,41.8,196,0.582,376,468,2272,11,2700,2866,3110,860,149,833,3082,2492,160
580413,"SUFFOLK",2012,"MALE","MIDDLE/HIGH",61,18.1,80,23.7,141,41.8,196,0.582,386,585,1874,4,3074,2888,3151,777,116,787,2609,2131,330
580413,"SUFFOLK",2014,"MALE","MIDDLE/HIGH",61,18.1,80,23.7,141,41.8,196,0.582,375,500,2144,12,2824,2904,3094,778,143,826,2909,2188,218
580413,"SUFFOLK",2013,"MALE","MIDDLE/HIGH",61,18.1,80,23.7,141,41.8,196,0.582,376,539,1965,7,2965,2857,3128,731,133,854,2674,1719,237
580413,"SUFFOLK",2017,"MALE","MIDDLE/HIGH",61,18.1,80,23.7,141,41.8,196,0.582,363,423,2601,11,2424,2857,3145,1033,180,884,3144,2824,173
580501,"SUFFOLK",2014,"FEMALE","ELEMENTARY",107,19.3,109,19.6,216,38.9,322,0.58,246,1232,2350,6,2013,2866,3092,373,111,870,3192,2598,491
580501,"SUFFOLK",2013,"FEMALE","ELEMENTARY",107,19.3,109,19.6,216,38.9,322,0.58,261,1242,2220,6,2070,2827,3066,303,94,822,2914,2299,489
580501,"SUFFOLK",2016,"FEMALE","ELEMENTARY",107,19.3,109,19.6,216,38.9,322,0.58,248,1174,2532,8,1883,2884,3108,560,147,887,3189,2570,416
580501,"SUFFOLK",2017,"FEMALE","ELEMENTARY",107,19.3,109,19.6,216,38.9,322,0.58,283,1153,2770,11,1812,3037,3151,637,159,911,3416,2447,277
580501,"SUFFOLK",2012,"FEMALE","ELEMENTARY",107,19.3,109,19.6,216,38.9,322,0.58,259,1271,2160,5,2144,2836,3080,295,77,804,2776,2487,627
580501,"SUFFOLK",2015,"FEMALE","ELEMENTARY",107,19.3,109,19.6,216,38.9,322,0.58,254,1189,2375,7,1939,2829,3050,414,115,859,3128,2618,382
580501,"SUFFOLK",2014,"MALE","ELEMENTARY",93,16.6,112,20,205,36.5,338,0.602,246,1232,2350,6,2013,2866,3092,373,111,870,3192,2598,491
580501,"SUFFOLK",2013,"MALE","ELEMENTARY",93,16.6,112,20,205,36.5,338,0.602,261,1242,2220,6,2070,2827,3066,303,94,822,2914,2299,489
580501,"SUFFOLK",2016,"MALE","ELEMENTARY",93,16.6,112,20,205,36.5,338,0.602,248,1174,2532,8,1883,2884,3108,560,147,887,3189,2570,416
580501,"SUFFOLK",2017,"MALE","ELEMENTARY",93,16.6,112,20,205,36.5,338,0.602,283,1153,2770,11,1812,3037,3151,637,159,911,3416,2447,277
580501,"SUFFOLK",2012,"MALE","ELEMENTARY",93,16.6,112,20,205,36.5,338,0.602,259,1271,2160,5,2144,2836,3080,295,77,804,2776,2487,627
580501,"SUFFOLK",2015,"MALE","ELEMENTARY",93,16.6,112,20,205,36.5,338,0.602,254,1189,2375,7,1939,2829,3050,414,115,859,3128,2618,382
580501,"SUFFOLK",2014,"FEMALE","MIDDLE/HIGH",74,21.6,84,24.6,158,46.2,184,0.538,246,1232,2350,6,2013,2866,3092,373,111,870,3192,2598,491
580501,"SUFFOLK",2013,"FEMALE","MIDDLE/HIGH",74,21.6,84,24.6,158,46.2,184,0.538,261,1242,2220,6,2070,2827,3066,303,94,822,2914,2299,489
580501,"SUFFOLK",2016,"FEMALE","MIDDLE/HIGH",74,21.6,84,24.6,158,46.2,184,0.538,248,1174,2532,8,1883,2884,3108,560,147,887,3189,2570,416
580501,"SUFFOLK",2017,"FEMALE","MIDDLE/HIGH",74,21.6,84,24.6,158,46.2,184,0.538,283,1153,2770,11,1812,3037,3151,637,159,911,3416,2447,277
580501,"SUFFOLK",2012,"FEMALE","MIDDLE/HIGH",74,21.6,84,24.6,158,46.2,184,0.538,259,1271,2160,5,2144,2836,3080,295,77,804,2776,2487,627
580501,"SUFFOLK",2015,"FEMALE","MIDDLE/HIGH",74,21.6,84,24.6,158,46.2,184,0.538,254,1189,2375,7,1939,2829,3050,414,115,859,3128,2618,382
580501,"SUFFOLK",2014,"MALE","MIDDLE/HIGH",70,17.8,100,25.4,170,43.3,218,0.555,246,1232,2350,6,2013,2866,3092,373,111,870,3192,2598,491
580501,"SUFFOLK",2013,"MALE","MIDDLE/HIGH",70,17.8,100,25.4,170,43.3,218,0.555,261,1242,2220,6,2070,2827,3066,303,94,822,2914,2299,489
580501,"SUFFOLK",2016,"MALE","MIDDLE/HIGH",70,17.8,100,25.4,170,43.3,218,0.555,248,1174,2532,8,1883,2884,3108,560,147,887,3189,2570,416
580501,"SUFFOLK",2017,"MALE","MIDDLE/HIGH",70,17.8,100,25.4,170,43.3,218,0.555,283,1153,2770,11,1812,3037,3151,637,159,911,3416,2447,277
580501,"SUFFOLK",2012,"MALE","MIDDLE/HIGH",70,17.8,100,25.4,170,43.3,218,0.555,259,1271,2160,5,2144,2836,3080,295,77,804,2776,2487,627
580501,"SUFFOLK",2015,"MALE","MIDDLE/HIGH",70,17.8,100,25.4,170,43.3,218,0.555,254,1189,2375,7,1939,2829,3050,414,115,859,3128,2618,382
580504,"SUFFOLK",2015,"FEMALE","ELEMENTARY",36,13.2,23,8.5,59,21.7,213,0.783,57,31,189,6,2648,1463,1520,15,52,392,293,267,57
580504,"SUFFOLK",2013,"FEMALE","ELEMENTARY",36,13.2,23,8.5,59,21.7,213,0.783,57,18,161,3,2812,1519,1568,10,36,385,281,185,78
580504,"SUFFOLK",2012,"FEMALE","ELEMENTARY",36,13.2,23,8.5,59,21.7,213,0.783,51,22,154,1,2915,1549,1630,8,36,379,286,198,98
580504,"SUFFOLK",2016,"FEMALE","ELEMENTARY",36,13.2,23,8.5,59,21.7,213,0.783,56,20,194,4,2589,1459,1458,10,54,376,315,263,48
580504,"SUFFOLK",2017,"FEMALE","ELEMENTARY",36,13.2,23,8.5,59,21.7,213,0.783,60,19,194,5,2604,1455,1487,10,60,389,357,241,40
580504,"SUFFOLK",2014,"FEMALE","ELEMENTARY",36,13.2,23,8.5,59,21.7,213,0.783,58,19,171,3,2722,1483,1541,14,51,376,335,225,64
580504,"SUFFOLK",2015,"MALE","ELEMENTARY",38,13.1,51,17.6,89,30.7,195,0.672,57,31,189,6,2648,1463,1520,15,52,392,293,267,57
580504,"SUFFOLK",2013,"MALE","ELEMENTARY",38,13.1,51,17.6,89,30.7,195,0.672,57,18,161,3,2812,1519,1568,10,36,385,281,185,78
580504,"SUFFOLK",2012,"MALE","ELEMENTARY",38,13.1,51,17.6,89,30.7,195,0.672,51,22,154,1,2915,1549,1630,8,36,379,286,198,98
580504,"SUFFOLK",2016,"MALE","ELEMENTARY",38,13.1,51,17.6,89,30.7,195,0.672,56,20,194,4,2589,1459,1458,10,54,376,315,263,48
580504,"SUFFOLK",2017,"MALE","ELEMENTARY",38,13.1,51,17.6,89,30.7,195,0.672,60,19,194,5,2604,1455,1487,10,60,389,357,241,40
580504,"SUFFOLK",2014,"MALE","ELEMENTARY",38,13.1,51,17.6,89,30.7,195,0.672,58,19,171,3,2722,1483,1541,14,51,376,335,225,64
580504,"SUFFOLK",2015,"FEMALE","MIDDLE/HIGH",23,18.7,14,11.4,37,30.1,86,0.699,57,31,189,6,2648,1463,1520,15,52,392,293,267,57
580504,"SUFFOLK",2013,"FEMALE","MIDDLE/HIGH",23,18.7,14,11.4,37,30.1,86,0.699,57,18,161,3,2812,1519,1568,10,36,385,281,185,78
580504,"SUFFOLK",2012,"FEMALE","MIDDLE/HIGH",23,18.7,14,11.4,37,30.1,86,0.699,51,22,154,1,2915,1549,1630,8,36,379,286,198,98
580504,"SUFFOLK",2016,"FEMALE","MIDDLE/HIGH",23,18.7,14,11.4,37,30.1,86,0.699,56,20,194,4,2589,1459,1458,10,54,376,315,263,48
580504,"SUFFOLK",2017,"FEMALE","MIDDLE/HIGH",23,18.7,14,11.4,37,30.1,86,0.699,60,19,194,5,2604,1455,1487,10,60,389,357,241,40
580504,"SUFFOLK",2014,"FEMALE","MIDDLE/HIGH",23,18.7,14,11.4,37,30.1,86,0.699,58,19,171,3,2722,1483,1541,14,51,376,335,225,64
580504,"SUFFOLK",2015,"MALE","MIDDLE/HIGH",21,15.8,16,12,37,27.8,96,0.722,57,31,189,6,2648,1463,1520,15,52,392,293,267,57
580504,"SUFFOLK",2013,"MALE","MIDDLE/HIGH",21,15.8,16,12,37,27.8,96,0.722,57,18,161,3,2812,1519,1568,10,36,385,281,185,78
580504,"SUFFOLK",2012,"MALE","MIDDLE/HIGH",21,15.8,16,12,37,27.8,96,0.722,51,22,154,1,2915,1549,1630,8,36,379,286,198,98
580504,"SUFFOLK",2016,"MALE","MIDDLE/HIGH",21,15.8,16,12,37,27.8,96,0.722,56,20,194,4,2589,1459,1458,10,54,376,315,263,48
580504,"SUFFOLK",2017,"MALE","MIDDLE/HIGH",21,15.8,16,12,37,27.8,96,0.722,60,19,194,5,2604,1455,1487,10,60,389,357,241,40
580504,"SUFFOLK",2014,"MALE","MIDDLE/HIGH",21,15.8,16,12,37,27.8,96,0.722,58,19,171,3,2722,1483,1541,14,51,376,335,225,64
580505,"SUFFOLK",2015,"FEMALE","ELEMENTARY",29,16.2,27,15.1,56,31.3,123,0.687,48,23,149,10,2024,1111,1172,7,29,399,270,214,26
580505,"SUFFOLK",2013,"FEMALE","ELEMENTARY",29,16.2,27,15.1,56,31.3,123,0.687,48,32,122,10,2177,1176,1236,10,23,367,232,165,40
580505,"SUFFOLK",2017,"FEMALE","ELEMENTARY",29,16.2,27,15.1,56,31.3,123,0.687,55,25,149,7,1886,1048,1111,13,37,358,295,236,28
580505,"SUFFOLK",2016,"FEMALE","ELEMENTARY",29,16.2,27,15.1,56,31.3,123,0.687,47,24,144,9,1946,1084,1124,10,38,380,271,179,19
580505,"SUFFOLK",2012,"FEMALE","ELEMENTARY",29,16.2,27,15.1,56,31.3,123,0.687,47,30,125,10,2209,1205,1233,14,17,342,197,148,45
580505,"SUFFOLK",2014,"FEMALE","ELEMENTARY",29,16.2,27,15.1,56,31.3,123,0.687,48,25,129,10,2121,1156,1201,12,24,386,259,210,30
580505,"SUFFOLK",2015,"MALE","ELEMENTARY",30,16,21,11.2,51,27.1,137,0.729,48,23,149,10,2024,1111,1172,7,29,399,270,214,26
580505,"SUFFOLK",2013,"MALE","ELEMENTARY",30,16,21,11.2,51,27.1,137,0.729,48,32,122,10,2177,1176,1236,10,23,367,232,165,40
580505,"SUFFOLK",2017,"MALE","ELEMENTARY",30,16,21,11.2,51,27.1,137,0.729,55,25,149,7,1886,1048,1111,13,37,358,295,236,28
580505,"SUFFOLK",2016,"MALE","ELEMENTARY",30,16,21,11.2,51,27.1,137,0.729,47,24,144,9,1946,1084,1124,10,38,380,271,179,19
580505,"SUFFOLK",2012,"MALE","ELEMENTARY",30,16,21,11.2,51,27.1,137,0.729,47,30,125,10,2209,1205,1233,14,17,342,197,148,45
580505,"SUFFOLK",2014,"MALE","ELEMENTARY",30,16,21,11.2,51,27.1,137,0.729,48,25,129,10,2121,1156,1201,12,24,386,259,210,30
580505,"SUFFOLK",2015,"FEMALE","MIDDLE/HIGH",26,15.9,21,12.8,47,28.7,117,0.713,48,23,149,10,2024,1111,1172,7,29,399,270,214,26
